accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.8754578828811646,0.9501367211341858,0.30924174189567566,0.866310179233551,0.8884826302528381,0.9871794581413269,0.9999635219573975,0.12860439717769623,0.9750000238418579,1.0,0.0010000000474974513
0.9945054650306702,0.9995236992835999,0.07540185749530792,0.9909256100654602,0.998171865940094,1.0,1.0,0.06355863064527512,1.0,1.0,0.0010000000474974513
1.0,0.9999999403953552,0.03948599472641945,1.0,1.0,1.0,1.0,0.03805198892951012,1.0,1.0,0.0010000000474974513
1.0,1.0,0.017063558101654053,1.0,1.0,1.0,1.0,0.0027554635889828205,1.0,1.0,9.999999747378752e-06
